t,m_dot,Pp,N,alpha
63.900000000000006,8.389254638562937,6135.302191262528,42500,0.65
64.0,8.510710030650666,6171.056627243766,38500,0.35
64.10000000000001,8.217352560147745,8822.585998408478,38500,0.35
64.2,7.98864643110251,8557.218739923015,38500,0.35
64.3,7.718201602352915,8349.324859053304,38500,0.35
64.4,7.509850806361922,8164.79249273961,38500,0.35
64.5,7.313470539900666,7993.116675268253,38500,0.35
64.60000000000001,7.129117895714533,7878.565559314241,38500,0.35
64.7,6.870740318968761,7751.310046059681,38500,0.35
64.8,6.829195508826771,7639.852611775984,38500,0.35
64.9,6.676479248096601,7540.85238260252,38500,0.35
65.0,6.531342761381881,7482.632983485071,38500,0.35
65.10000000000001,6.579903604997291,7385.416719313656,38500,0.35
65.2,6.494531431666493,7320.135037058928,38500,0.35
65.3,6.396345679037416,7271.055521872924,38500,0.35
65.4,6.267732009171824,7250.14991141346,38500,0.35
65.5,6.253739151541388,7139.437072232816,38500,0.35
65.60000000000001,6.126301314122433,7139.499463960638,38500,0.35
65.7,6.0801536928496285,7047.78410905472,38500,0.35
65.8,5.963515009167257,7054.306832071327,38500,0.35
65.9,5.989143171449193,7047.660718817258,38500,0.35
66.0,5.927611046910391,6973.648114128221,38500,0.65
66.10000000000001,5.994670894885587,5604.874349031882,38500,0.65
66.2,6.1908839973391565,5617.204551519643,38500,0.65
66.3,6.321112635915882,5655.885514286941,38500,0.65
66.4,6.542107291520653,5676.844873195655,38500,0.65
66.5,6.6207996622885945,5692.504666755455,38500,0.65
66.60000000000001,6.697093329284129,5728.5355068598265,38500,0.65
66.7,6.825943946679297,5764.187396306178,38500,0.65
66.8,6.929250186347216,5770.54011931645,38500,0.65
66.9,7.026967834170221,5795.103295461552,38500,0.65
67.0,7.089373608721731,5828.76035905222,38500,0.35
67.10000000000001,6.996837804912613,7787.613926268303,38500,0.35
67.2,6.827108305839319,7683.761539137994,38500,0.35
67.3,6.675844802759975,7577.129199197207,38500,0.35
67.4,6.6501910003855915,7505.485482554035,38500,0.35
67.5,6.541431699730432,7411.022847837705,38500,0.35
67.60000000000001,6.338571402184803,7347.62572060923,38500,0.35
67.7,6.336386718916973,7283.68321930903,38500,0.35
67.8,6.315362623531314,7220.6942591716615,38500,0.35
67.9,6.247635379940428,7161.517848384845,38500,0.35
68.0,6.182273428180302,7171.890154089709,38500,0.35
68.10000000000001,6.074822140329789,7078.35480832517,38500,0.35
68.2,5.9773390817458125,7037.444169342105,38500,0.35
68.3,5.916898459631144,7026.397555618426,38500,0.35
68.4,5.944690218382124,6993.495867180396,38500,0.35
68.5,5.906602349751875,6933.804575874579,38500,0.35
